1	481436
2	180399
3	95787
4	59348
5	40627
6	29331
7	22122
8	16965
9	14037
10	11527
11	9679
12	8285
13	6957
14	6153
15	5438
16	4907
17	4397
18	4042
19	3559
20	3389
21	3022
22	2758
23	2653
24	2433
25	2363
26	2189
27	2152
28	1953
29	1811
30	1760
31	1693
32	1595
33	1525
34	1508
35	1343
36	1318
37	1235
38	1222
39	1148
40	1139
41	1102
42	1006
43	1067
44	1023
45	902
46	952
47	874
48	906
49	844
50	813
51	798
52	743
53	701
54	703
55	701
56	665
57	671
58	621
59	657
60	572
61	593
62	606
63	534
64	541
65	523
66	508
67	510
68	532
69	467
70	476
71	483
72	479
73	436
74	394
75	409
76	432
77	426
78	381
79	385
80	411
81	375
82	401
83	354
84	375
85	359
86	340
87	318
88	328
89	333
90	331
91	302
92	348
93	283
94	272
95	270
96	291
97	264
98	290
99	272
100	244
101	263
102	260
103	255
104	247
105	244
106	263
107	232
108	223
109	221
110	225
111	216
112	218
113	211
114	206
115	210
116	180
117	194
118	204
119	193
120	195
121	169
122	201
123	168
124	178
125	191
126	180
127	161
128	141
129	146
130	177
131	162
132	189
133	177
134	160
135	151
136	142
137	164
138	156
139	166
140	131
141	121
142	140
143	142
144	122
145	121
146	137
147	132
148	137
149	115
150	128
151	121
152	126
153	100
154	123
155	107
156	122
157	122
158	102
159	101
160	114
161	113
162	116
163	111
164	92
165	106
166	114
167	83
168	109
169	96
170	106
171	91
172	88
173	87
174	97
175	98
176	115
177	101
178	86
179	75
180	79
181	85
182	82
183	85
184	79
185	75
186	73
187	65
188	66
189	66
190	84
191	74
192	78
193	74
194	79
195	67
196	71
197	64
198	69
199	67
200	81
201	66
202	69
203	54
204	51
205	60
206	63
207	65
208	70
209	67
210	66
211	63
212	65
213	66
214	54
215	46
216	54
217	49
218	43
219	57
220	54
221	48
222	56
223	72
224	49
225	62
226	37
227	53
228	38
229	45
230	53
231	57
232	59
233	44
234	61
235	61
236	41
237	52
238	28
239	45
240	45
241	39
242	43
243	36
244	51
245	32
246	46
247	36
248	36
249	39
250	41
251	29
252	39
253	40
254	42
255	36
256	39
257	27
258	33
259	38
260	25
261	39
262	45
263	37
264	31
265	34
266	23
267	34
268	27
269	35
270	22
271	35
272	32
273	32
274	26
275	32
276	43
277	41
278	32
279	43
280	35
281	44
282	32
283	24
284	29
285	21
286	27
287	34
288	18
289	31
290	27
291	19
292	23
293	26
294	28
295	38
296	22
297	21
298	25
299	29
300	24
301	27
302	21
303	33
304	32
305	18
306	35
307	11
308	25
309	15
310	28
311	15
312	22
313	24
314	26
315	21
316	18
317	17
318	29
319	24
320	23
321	25
322	13
323	29
324	27
325	24
326	22
327	25
328	18
329	20
330	18
331	23
332	22
333	24
334	26
335	22
336	22
337	21
338	13
339	30
340	5
341	20
342	23
343	21
344	22
345	22
346	21
347	15
348	21
349	13
350	23
351	21
352	24
353	19
354	9
355	20
356	17
357	17
358	23
359	23
360	23
361	18
362	16
363	15
364	19
365	11
366	12
367	16
368	24
369	13
370	11
371	13
372	14
373	15
374	16
375	13
376	15
377	19
378	18
379	20
380	18
381	15
382	23
383	14
384	18
385	18
386	10
387	8
388	16
389	15
390	15
391	10
392	14
393	13
394	14
395	20
396	11
397	12
398	16
399	10
400	11
401	8
402	13
403	8
404	13
405	17
406	11
407	8
408	13
409	11
410	12
411	14
412	11
413	12
414	16
415	12
416	12
417	14
418	9
419	14
420	12
421	13
422	12
423	6
424	11
425	8
426	11
427	9
428	9
429	13
430	12
431	10
432	14
433	15
434	11
435	14
436	19
437	13
438	10
439	7
440	18
441	14
442	14
443	10
444	7
445	9
446	5
447	12
448	13
449	9
450	7
451	8
452	12
453	12
454	7
455	6
456	13
457	8
458	8
459	10
460	13
461	10
462	6
463	11
464	11
465	18
466	10
467	17
468	13
469	9
470	10
471	8
472	10
473	8
474	7
475	4
476	4
477	14
478	3
479	3
480	6
481	11
482	5
483	11
484	13
485	8
486	7
487	14
488	6
489	12
490	8
491	8
492	15
493	8
494	12
495	4
496	7
497	11
498	8
499	11
500	9
501	13
502	9
503	9
504	4
505	5
506	8
507	6
508	9
509	4
510	4
511	6
512	3
513	12
514	8
515	12
516	10
517	6
518	5
519	5
520	5
521	10
522	4
523	5
524	6
525	10
526	4
527	8
528	4
529	9
530	5
531	4
532	7
533	3
534	7
535	6
536	1
537	6
538	8
539	5
540	10
541	8
542	2
543	9
544	8
545	4
546	7
547	2
548	10
549	4
550	10
551	7
552	6
553	5
554	8
555	7
556	5
557	6
558	1
559	5
560	6
561	2
562	6
563	6
564	4
565	5
566	6
567	6
568	7
569	9
570	5
571	3
572	3
573	2
574	5
575	5
576	6
577	4
578	6
579	5
580	3
581	5
582	2
583	8
584	5
585	3
586	6
587	5
588	3
589	5
590	9
591	6
592	2
593	6
594	5
595	10
596	5
597	2
598	4
599	7
600	3
601	3
602	3
603	7
604	6
605	4
606	4
607	8
608	4
609	2
611	6
612	3
613	5
614	6
615	3
616	6
617	5
618	5
619	4
620	1
621	4
622	4
623	9
624	3
625	4
626	3
627	2
628	3
629	8
630	4
631	6
632	7
633	6
634	2
635	2
636	2
637	2
638	8
639	6
640	6
641	3
642	2
643	6
644	2
645	2
646	5
647	7
648	3
649	6
650	4
651	4
652	2
653	3
654	5
655	6
656	5
657	5
658	4
659	7
660	5
661	3
662	4
663	4
664	5
665	5
666	5
667	8
668	5
669	6
670	4
671	6
672	5
673	4
674	5
675	3
676	2
677	2
678	5
679	6
680	3
681	6
682	2
683	5
684	5
685	4
686	6
687	7
688	1
689	1
690	5
691	3
692	3
693	4
694	4
695	3
696	8
697	4
698	7
699	5
700	6
701	4
702	5
703	4
704	6
705	5
706	3
707	3
708	3
709	5
710	8
711	3
712	1
713	4
714	3
715	5
716	3
717	6
718	7
719	3
720	2
721	4
722	8
723	5
724	4
725	2
726	3
727	5
729	3
730	6
731	3
732	4
733	4
734	5
735	6
736	1
737	8
738	1
739	6
740	7
741	5
742	5
743	7
744	3
745	4
746	4
747	3
748	3
749	9
750	8
751	6
752	7
753	4
754	2
755	4
756	4
759	2
760	1
761	6
762	6
763	3
764	1
765	3
766	1
767	2
768	3
769	1
770	1
771	2
772	4
773	4
774	2
776	1
777	1
778	3
779	3
780	2
781	2
782	1
783	2
784	2
785	1
786	1
787	5
789	3
790	1
792	5
793	5
795	2
796	5
798	1
799	3
800	1
802	2
803	1
804	3
805	1
806	4
807	2
808	5
809	2
810	1
811	3
812	3
814	4
815	2
817	4
818	1
819	3
820	3
821	2
822	1
823	2
824	2
825	1
826	3
827	1
828	1
829	2
830	2
833	1
834	1
835	2
836	1
837	2
840	1
841	2
842	2
843	3
844	1
846	5
847	1
848	1
849	3
850	2
851	1
852	2
853	2
854	1
855	2
856	1
860	1
861	2
862	2
863	3
864	2
865	1
867	3
868	2
869	1
871	1
872	3
873	1
874	1
875	3
878	1
879	2
880	1
882	2
883	3
884	2
886	1
887	2
889	2
890	1
892	3
894	2
895	1
896	1
897	3
898	1
901	1
903	2
904	1
905	2
906	1
907	3
910	1
912	1
914	1
916	1
918	1
919	1
920	1
921	1
922	1
925	5
926	3
927	1
928	1
929	3
930	1
933	1
934	1
935	2
936	3
937	4
938	1
940	1
942	2
945	2
946	1
947	2
948	1
949	3
950	1
951	2
953	2
956	3
957	1
958	2
959	1
960	3
961	4
962	1
963	2
964	1
966	1
967	1
969	2
971	1
972	1
973	2
974	1
976	1
978	1
980	1
982	2
984	2
985	1
986	1
989	1
991	1
992	2
997	2
998	1
1001	1
1002	2
1005	3
1006	2
1007	1
1010	1
1011	1
1012	1
1016	1
1017	1
1020	1
1024	3
1026	2
1028	2
1029	1
1030	1
1033	1
1034	1
1040	1
1041	1
1043	1
1044	1
1047	1
1051	1
1052	1
