1	40
2	76
3	65
5	92
7	14
8	71
9	47
10	100
11	38
12	79
13	95
14	99
15	30
16	63
17	61
18	85
19	81
20	56
21	80
22	98
23	27
24	71
25	90
26	1
27	97
28	70
29	71
31	92
32	98
33	55
34	23
35	94
36	15
37	95
38	98
39	83
40	40
41	56
42	43
43	64
44	91
45	90
46	92
47	50
48	73
49	42
50	89
51	88
52	91
53	100
54	90
55	28
56	98
57	24
58	95
59	51
60	95
61	100
62	83
63	84
64	98
65	92
66	61
67	90
69	80
70	91
71	77
72	70
73	31
74	98
75	96
76	24
77	55
78	81
80	97
81	95
82	99
84	63
85	60
86	99
88	99
89	96
90	89
91	52
92	78
93	97
94	28
95	74
97	86
98	73
99	83
100	98
101	66
102	100
103	11
104	98
105	71
106	68
107	86
108	72
109	83
110	86
111	99
112	98
113	100
115	87
116	76
117	87
118	66
119	36
120	98
121	94
122	64
123	92
124	70
125	67
126	91
127	89
128	68
129	68
130	88
131	47
132	70
133	86
134	62
135	61
136	62
137	75
138	88
139	70
140	91
141	82
142	43
144	96
145	98
146	87
147	28
148	53
149	64
150	52
151	94
152	99
153	28
154	77
155	68
156	80
157	87
159	79
160	100
161	83
162	28
163	92
164	87
165	23
166	99
167	84
168	69
169	49
170	81
171	89
172	88
174	66
175	93
177	68
178	48
179	60
180	71
182	64
183	81
185	100
186	44
187	58
188	86
189	70
190	82
191	99
192	77
193	97
194	88
195	70
197	95
198	97
199	84
200	99
201	70
202	83
203	68
204	100
205	94
206	36
207	59
208	75
209	36
210	55
211	97
212	87
213	18
214	82
216	84
217	74
218	97
219	40
220	58
221	17
222	80
223	100
224	55
225	48
226	51
227	90
228	96
229	68
230	55
231	52
232	80
233	19
234	71
235	77
236	26
237	81
238	88
239	88
240	87
241	100
242	73
243	44
244	60
245	70
246	59
248	99
249	97
250	91
251	94
252	92
253	55
254	68
255	75
256	57
257	98
258	65
259	96
260	24
261	80
262	16
263	81
264	66
265	79
266	83
267	89
268	99
269	61
271	95
272	46
273	55
274	87
276	40
277	90
278	90
279	63
280	94
281	78
282	30
283	56
284	97
285	34
286	81
287	86
288	76
289	92
290	82
292	37
293	53
294	44
295	58
296	71
297	82
298	97
299	64
300	25
301	20
302	32
303	67
304	92
305	54
306	77
307	78
308	93
309	65
310	26
311	100
312	97
314	36
315	90
316	62
317	67
319	94
320	85
321	50
322	55
323	96
324	97
325	51
326	91
327	55
328	62
329	71
330	100
331	14
332	17
333	61
334	60
335	95
336	75
337	98
338	5
339	75
340	90
341	95
342	55
343	82
344	96
345	60
346	90
347	8
348	97
349	76
350	46
351	28
352	89
353	82
354	100
356	82
357	85
358	70
359	68
360	93
361	80
362	61
363	81
364	70
365	94
366	90
367	65
368	79
369	70
370	62
371	89
372	59
373	88
374	98
375	77
376	94
377	87
378	46
379	93
380	93
381	53
382	97
383	88
384	65
385	13
386	37
387	96
388	66
389	65
390	47
391	95
392	93
393	78
394	89
395	90
396	70
397	65
398	96
399	88
400	94
401	92
402	54
403	60
404	31
405	72
406	75
407	87
408	50
409	89
410	78
411	89
412	95
413	89
414	70
415	66
416	71
417	100
418	67
419	93
420	99
421	63
422	83
423	45
425	87
426	44
427	99
428	75
429	99
431	87
432	94
433	87
434	35
435	93
436	90
437	63
438	56
439	50
440	67
441	59
442	26
443	80
444	60
445	98
446	95
447	52
448	98
449	74
450	98
451	61
452	75
453	95
454	92
455	49
456	91
457	53
458	50
459	93
460	70
461	92
462	96
463	69
464	94
465	83
466	98
467	81
468	2
469	91
470	85
471	80
472	57
473	94
474	97
475	73
476	96
477	16
478	99
479	70
480	67
481	88
482	96
483	76
484	55
485	78
486	75
487	21
488	59
489	96
490	54
491	96
492	55
493	90
495	69
496	75
497	98
498	85
499	97
500	82
502	86
503	100
504	77
505	72
506	23
507	48
508	58
509	94
510	93
511	54
512	55
513	87
514	75
515	63
516	62
517	99
518	71
519	45
520	51
521	88
522	97
523	74
524	70
525	74
526	55
527	40
528	80
529	43
530	85
531	93
532	98
533	45
534	73
535	68
536	38
537	46
538	33
540	100
541	52
542	93
543	76
544	97
545	32
546	78
547	41
549	24
550	99
551	23
552	88
553	81
554	36
555	75
556	29
557	100
558	94
559	31
560	84
561	93
562	46
563	90
564	95
565	96
566	74
568	92
569	98
570	73
571	95
572	86
573	63
574	92
575	93
576	92
577	59
578	92
579	99
580	91
581	92
582	37
583	52
584	18
585	98
586	73
588	100
589	86
590	85
591	79
592	69
593	99
594	99
595	96
596	77
597	14
598	93
599	97
600	96
601	94
602	27
603	42
604	93
605	95
606	35
607	56
608	90
609	79
610	73
611	73
612	84
613	84
614	28
615	24
616	74
617	80
618	75
619	80
620	98
621	58
622	77
623	25
624	68
625	96
626	20
627	80
628	75
629	80
630	50
631	98
632	84
633	80
634	86
635	79
636	81
637	16
638	89
639	30
640	75
641	89
642	93
643	41
644	32
645	67
646	65
647	17
648	75
649	82
650	70
651	57
652	100
653	53
654	81
657	82
658	35
659	100
660	93
661	70
662	83
663	71
664	46
665	94
666	57
667	21
668	81
669	97
670	97
671	91
672	100
673	79
674	82
675	81
676	89
677	55
678	100
679	71
680	98
681	74
682	82
683	77
684	92
685	96
686	98
687	80
688	49
689	99
690	58
691	13
692	87
693	58
694	90
695	71
696	90
697	68
698	94
699	96
700	62
701	59
702	33
703	99
704	86
705	99
706	93
707	84
708	23
711	82
712	45
713	74
714	91
716	67
717	33
718	97
719	95
720	56
721	65
722	98
724	81
725	93
726	86
727	66
728	85
729	8
730	100
731	82
732	82
733	97
734	99
735	26
736	91
737	79
738	67
740	52
741	71
742	23
743	99
744	90
745	93
746	85
747	58
748	45
749	28
750	38
751	75
752	82
753	98
754	98
755	97
756	14
757	59
758	84
759	82
760	61
761	95
763	30
764	94
765	46
766	14
767	82
768	84
769	69
770	81
772	90
773	88
775	61
776	91
777	72
778	10
779	71
780	79
781	93
782	82
783	67
784	99
785	13
786	81
787	89
788	99
789	99
790	92
791	62
792	89
793	54
794	86
795	69
796	86
797	76
798	82
799	3
800	80
801	100
802	82
803	41
804	82
805	57
806	71
807	91
808	11
809	97
810	79
811	97
812	73
813	52
814	57
815	90
816	79
817	97
818	54
819	49
820	90
821	81
822	90
823	56
824	90
825	19
826	71
827	52
828	53
829	61
830	89
831	52
832	89
833	76
834	88
835	87
836	97
837	21
838	26
839	82
840	98
841	92
842	99
843	94
844	57
845	26
846	77
847	93
848	13
849	84
850	63
851	93
852	77
853	53
854	61
855	96
856	78
858	90
859	56
860	89
861	68
862	73
863	100
864	68
865	92
866	71
867	73
868	67
869	90
870	69
871	94
873	61
874	86
875	88
876	53
877	59
878	96
879	70
880	94
882	94
883	25
884	55
885	48
886	69
887	90
888	76
889	57
891	77
892	28
893	80
894	45
895	5
896	70
897	63
898	88
899	71
900	98
901	80
902	66
903	86
904	68
905	72
906	92
907	82
908	99
909	81
910	88
911	76
912	73
913	46
914	75
915	90
916	75
917	94
918	93
919	78
920	96
921	8
922	89
923	60
924	62
925	92
926	100
927	69
928	60
929	100
930	52
931	79
932	78
933	6
